file,a,siga,b,sigb,c,sigc,alpha,sigalpha,beta,sigbeta,gamma,siggamma,vol,sigvol,celltemp,sigcelltemp,diffrtemp,sigdiffrtemp,nel,sg,sgHall,sgNumber,commonname,chemname,mineral,formula,calcformula,cellformula,Z,Zprime
7702963,12.1133,0.0005,12.942,0.0007,15.0302,0.0008,70.115,0.005,84.171,0.004,84.068,0.004,2198.4,0.2,100.01,0.1,100.01,0.1,5,P -1,-P 1,2,,,,- C23 H29 N3 O3 Ru -,- C23 H29 N3 O3 Ru -,- C92 H116 N12 O12 Ru4 -,4,2
7702964,5.9641,0.0004,8.3166,0.0007,15.9058,0.0016,98.82,0.007,95.605,0.006,104.953,0.006,745.39,0.11,100.01,0.1,100.01,0.1,5,P -1,-P 1,2,,,,- C17 H18 N2 O2 Ru -,- C17 H18 N2 O2 Ru -,- C34 H36 N4 O4 Ru2 -,2,1
7702965,8.1567,0.0005,10.104,0.0007,10.3448,0.0007,111.683,0.007,91.422,0.006,93.468,0.005,789.77,0.1,99.99,0.1,99.99,0.1,5,P -1,-P 1,2,,,,- C16 H19 I O2 Ru -,- C16 H19 I O2 Ru -,- C32 H38 I2 O4 Ru2 -,2,1
7702966,7.6382,0.0003,20.2298,0.0009,8.0749,0.0003,90,,99.314,0.004,90,,1231.28,0.09,100.01,0.1,100.01,0.1,4,P 1 21/c 1,-P 2ybc,14,,,,- C14 H19 N Ru -,- C14 H19 N Ru -,- C56 H76 N4 Ru4 -,4,1
7702967,11.9888,0.0012,5.6864,0.0005,14.2237,0.0016,90,,100.876,0.009,90,,952.26,0.17,100,2,100,2,3,P 1 21/c 1,-P 2ybc,14,,,,- C12 H12 Ru -,- C12 H12 Ru -,- C48 H48 Ru4 -,4,1
7702968,30.3009,0.0005,30.3009,0.0005,5.97018,0.00011,90,,90,,120,,4747.11,0.14,100,0.1,100,0.1,4,P -3,-P 3,147,,,,- C12 H14 O Ru -,- C12 H14 O Ru -,- C216 H252 O18 Ru18 -,18,3
7707402,11.2505,0.0005,14.1291,0.0005,15.8551,0.0007,75.743,0.004,75.712,0.004,70.891,0.004,2269.78,0.18,100.01,0.1,100.01,0.1,5,P -1,-P 1,2,,,,- C44 H75 O P2 U -,- C44 H75 O P2 U -,- C88 H150 O2 P4 U2 -,2,1
7707403,11.247,0.0004,13.893,0.0006,15.3588,0.0008,77.525,0.004,76.193,0.004,75.636,0.004,2226.1,0.18,100.01,0.1,100.01,0.1,5,P -1,-P 1,2,,,,- C44 H74 O P2 U -,- C44 H74 O P2 U -,- C88 H148 O2 P4 U2 -,2,1
7707404,10.3013,0.0001,11.9655,0.0002,29.1545,0.0004,90,,90.581,0.001,90,,3593.4,0.09,100.02,0.1,100.02,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C29 H51 Cl O P U -,- C29 H51 Cl O P U -,- C116 H204 Cl4 O4 P4 U4 -,4,1
7707405,12.5859,0.0004,13.4822,0.0004,17.7155,0.0005,88.637,0.002,88.144,0.003,66.662,0.003,2758.48,0.16,100.01,0.1,100.01,0.1,6,P -1,-P 1,2,,,,- C58 H87 N O P2 U -,- C58 H87 N O P2 U -,- C116 H174 N2 O2 P4 U2 -,2,1
7707406,12.3468,0.0003,14.2113,0.0003,22.6534,0.0004,90,,95.035,0.002,90,,3959.52,0.15,100,0.1,100,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C44 H57 Cl O P U -,- C44 H57 Cl O P U -,- C176 H228 Cl4 O4 P4 U4 -,4,1
7707407,11.6669,0.0003,15.2663,0.0003,15.5146,0.0002,91.555,0.001,101.178,0.002,105.644,0.002,2601.23,0.1,100.01,0.1,100.01,0.1,6,P -1,-P 1,2,,,,- C51 H79 N O P2 U -,- C51 H79 N O P2 U -,- C102 H158 N2 O2 P4 U2 -,2,1
7707408,11.6056,0.0004,15.4804,0.0004,15.8055,0.0004,92.421,0.002,101.441,0.003,106.28,0.003,2657.1,0.14,100.01,0.1,100.01,0.1,6,P -1,-P 1,2,,,,- C51 H85 N O P2 U -,- C51 H85 N O P2 U -,- C102 H170 N2 O2 P4 U2 -,2,1
7707409,11.2617,0.0003,12.8896,0.0003,20.1027,0.0005,101.398,0.002,105.08,0.002,93.693,0.002,2741.27,0.12,100.01,0.1,100.01,0.1,6,P -1,-P 1,2,,,,- C58 H85 N O P2 U -,- C58 H85 N O P2 U -,- C116 H170 N2 O2 P4 U2 -,2,1
7707410,19.9402,0.0003,11.2013,0.0002,31.8356,0.0004,90,,104.182,0.001,90,,6893.96,0.19,100.01,0.1,100.01,0.1,6,C 1 2/c 1,-C 2yc,15,,,,- C62 H104 N4 O2 P4 U -,- C62 H104 N4 O2 P4 U -,- C248 H416 N16 O8 P16 U4 -,4,0.5
7707411,11.3562,0.0007,13.6804,0.0007,17.5534,0.0009,71.805,0.005,79.054,0.005,89.35,0.004,2540.2,0.3,100,0.1,100,0.1,6,P -1,-P 1,2,,,,- C49 H83 N O P2 U -,- C49 H83 N O P2 U -,- C98 H166 N2 O2 P4 U2 -,2,1
7707412,10.9937,0.0001,27.2685,0.0002,15.1248,0.0001,90,,90.184,0.001,90,,4534.12,0.06,100,0.1,100,0.1,6,P 1 21/n 1,-P 2yn,14,,,,- C44 H74 N O P2 U -,- C44 H74 N O P2 U -,- C176 H296 N4 O4 P8 U4 -,4,1
7707413,10.5459,0.0003,16.111,0.0005,17.2548,0.0003,97.179,0.002,100.999,0.002,104.742,0.003,2736.2,0.14,100,0.1,100,0.1,6,P -1,-P 1,2,,,,- C58 H84 N2 O P2 U -,- C58 H84 N2 O P2 U -,- C116 H168 N4 O2 P4 U2 -,2,1
7707414,11.7517,0.0003,13.6494,0.0003,18.3973,0.0004,102.128,0.002,96.594,0.002,108.988,0.002,2674.04,0.12,100,0.1,100,0.1,6,P -1,-P 1,2,,,,- C51 H85 N O P2 U -,- C51 H85 N O P2 U -,- C102 H170 N2 O2 P4 U2 -,2,1
7707415,15.5525,0.0002,16.8123,0.0002,21.0005,0.0002,90,,106.735,0.001,90,,5258.51,0.11,100,0.1,100,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C53 H83 N O P2 U -,- C53 H83 N O P2 U -,- C212 H332 N4 O4 P8 U4 -,4,1
7707416,15.2799,0.0003,13.7684,0.0002,25.9808,0.0004,90,,100.722,0.002,90,,5370.41,0.16,100,0.1,100,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C45 H74 O P2 S2 U -,- C45 H74 O P2 S2 U -,- C180 H296 O4 P8 S8 U4 -,4,1
7707884,10.5325,0.0003,12.6083,0.0003,30.1952,0.0007,90,,92.176,0.002,90,,4006.94,0.18,100.01,0.1,100.01,0.1,7,P 1 21/n 1,-P 2yn,14,,,,- C25 H51 Cl O P Si4 U -,- C25 H51 Cl O P Si4 U -,- C100 H204 Cl4 O4 P4 Si16 U4 -,4,1
7707885,12.2187,0.0001,17.1216,0.0002,22.5679,0.0002,81.938,0.001,76.421,0.001,71.801,0.001,4348.28,0.08,100,0.1,100,0.1,7,P -1,-P 1,2,,,,- C71 H121 O2 P2 S2 Si8 U2 -,- C71 H121 O2 P2 S2 Si8 U2 -,- C142 H242 O4 P4 S4 Si16 U4 -,2,1
7707886,13.8316,0.0003,20.3339,0.0004,15.0866,0.0003,90,,93.183,0.002,90,,4236.57,0.15,100.01,0.1,100.01,0.1,7,P 1 21/n 1,-P 2yn,14,,,,- C34 H62 N O P Si4 U -,- C34 H62 N O P Si4 U -,- C136 H248 N4 O4 P4 Si16 U4 -,4,1
7707887,15.2105,0.0004,18.7372,0.0004,22.0699,0.0002,90.115,0.001,106.883,0.002,103.328,0.002,5840.7,0.2,100,0.1,100,0.1,7,P -1,-P 1,2,,,,- C54 H84 N2 O P2 Si4 U -,- C54 H84 N2 O P2 Si4 U -,- C216 H336 N8 O4 P8 Si16 U4 -,4,2
7707888,22.098,0.0004,11.5929,0.0002,21.5294,0.0004,90,,100.488,0.0019,90,,5423.25,0.17,100,0.1,100,0.1,7,P 1 21/c 1,-P 2ybc,14,,,,- C47 H85 N O P2 Si4 U -,- C47 H85 N O P2 Si4 U -,- C188 H340 N4 O4 P8 Si16 U4 -,4,1
7707889,11.516,0.0002,14.2653,0.0002,17.1503,0.0001,101.502,0.001,101.447,0.001,98.356,0.001,2655.32,0.06,100,0.1,100,0.1,7,P -1,-P 1,2,,,,- C47 H79 N O P2 Si4 U -,- C47 H79 N O P2 Si4 U -,- C94 H158 N2 O2 P4 Si8 U2 -,2,1
7707890,11.6693,0.0001,11.4991,0.0002,39.0487,0.0004,90,,92.693,0.001,90,,5234.02,0.11,100,0.1,100,0.1,7,P 1 21/n 1,-P 2yn,14,,,,- C47 H79 N O P2 Si4 U -,- C47 H79 N O P2 Si4 U -,- C188 H316 N4 O4 P8 Si16 U4 -,4,1
7707891,12.133,0.0001,25.2117,0.0002,22.3666,0.0002,90,,101.984,0.001,90,,6692.69,0.1,100,0.1,100,0.1,6,P 1 21/n 1,-P 2yn,14,,,,- C57 H99 O2 P2 Si6 U -,- C57 H99 O2 P2 Si6 U -,- C228 H396 O8 P8 Si24 U4 -,4,1
7711889,21.03531,0.00017,20.26378,0.00016,18.4541,0.00017,90,,93.2609,0.0008,90,,7853.41,0.11,293,2,293,2,6,P 1 21/c 1,-P 2ybc,14,,,,- C44 H21 B F20 W Zr -,- C44 H21 B F20 W Zr -,- C352 H168 B8 F160 W8 Zr8 -,8,2
7711890,14.7488,0.0006,17.4771,0.0006,18.3105,0.0007,90,,106.64,0.001,90,,4522.2,0.3,120,2,120,2,7,P 1 21/n 1,-P 2yn,14,,,,- C51 H30 B F20 N W Zr -,- C51 H30 B F20 N W Zr -,- C204 H120 B4 F80 N4 W4 Zr4 -,4,1
7711891,14.85184,0.00019,8.23727,0.00011,19.394,0.0002,90,,96.9574,0.0012,90,,2355.16,0.05,293,2,293,2,6,P 1 c 1,P -2yc,7,,,,- C54 H31 B F20 W1.02 Zr2.04 -,- C54 H31 B F20 W1.0181 Zr2.0362 -,- C108 H62 B2 F40 W2.0362 Zr4.0724 -,2,1
7711892,16.6914,0.0018,17.9195,0.0019,18.449,0.002,98.483,0.003,107.679,0.003,115.933,0.003,4467.9,0.9,123,2,123,2,7,P -1,-P 1,2,,,,- C94 H60 B2 F40 P2 W2 Zr2 -,- C94 H60 B2 F40 P2 W2 Zr2 -,- C188 H120 B4 F80 P4 W4 Zr4 -,2,1
7711893,9.48527,0.00008,22.02675,0.00015,10.72318,0.0001,90,,116.046,0.0011,90,,2012.86,0.03,293,2,293,2,6,P 1 21 1,P 2yb,4,,,,- C46 H36 B F15 W Zr -,- C46 H36 B F15 W Zr -,- C92 H72 B2 F30 W2 Zr2 -,2,1
7711894,9.4755,0.0001,17.8277,0.0002,24.953,0.0002,90,,93.234,0.001,90,,4208.51,0.07,293,2,293,2,6,P 1 21/c 1,-P 2ybc,14,,,,- C50 H32 B F15 W Zr -,- C50 H32 B F15 W Zr -,- C200 H128 B4 F60 W4 Zr4 -,4,1
7713102,9.64,0.002,10.518,0.003,10.543,0.002,74.342,0.006,71.581,0.009,75.201,0.006,959.5,0.4,150,2,150,2,5,P -1,-P 1,2,,,,- C20 H24 Cl2 Si Zr -,- C20 H24 Cl2 Si Zr -,- C40 H48 Cl4 Si2 Zr2 -,2,1
7713103,10.2268,0.0013,11.5064,0.0013,12.7604,0.0015,87.285,0.004,67.191,0.004,82,0.005,1370.6,0.3,150,2,150,2,5,P -1,-P 1,2,,,,- C27 H30 Cl2 Si Zr -,- C27 H30 Cl2 Si Zr -,- C54 H60 Cl4 Si2 Zr2 -,2,1
7713104,9.2245,0.0008,9.6841,0.0008,24.836,0.002,97.692,0.003,97.894,0.003,104.493,0.005,2094.7,0.3,296,2,296,2,6,P -1,-P 1,2,,,,- C42 H60 Cl2 O2 Si Zr -,- C42 H60 Cl2 O2 Si Zr -,- C84 H120 Cl4 O4 Si2 Zr2 -,2,1
7713105,10.232,0.0015,11.6128,0.0015,12.8244,0.0017,87.756,0.005,67.625,0.005,81.863,0.005,1394.7,0.3,150,2,150,2,5,P -1,-P 1,2,,,,- C27 H30 Cl2 Hf Si -,- C27 H30 Cl2 Hf Si -,- C54 H60 Cl4 Hf2 Si2 -,2,1
7713106,10.8073,0.001,17.0431,0.0016,15.6166,0.0016,90,,93.24,0.004,90,,2871.8,0.5,150,2,150,2,5,P 1 21/n 1,-P 2yn,14,,,,- C35 H34 Cl2 Si Zr -,- C35 H34 Cl2 Si Zr -,- C140 H136 Cl8 Si4 Zr4 -,4,1
7713107,13.5939,0.0016,13.3843,0.0013,17.1306,0.0019,90,,107.912,0.004,90,,2965.8,0.6,150,,150,,6,P 1 21/c 1,-P 2ybc,14,,,,- C32 H40 Cl2 O Si Zr -,- C32 H40 Cl2 O Si Zr -,- C128 H160 Cl8 O4 Si4 Zr4 -,4,1
7713108,10.5046,0.0009,13.1681,0.0011,17.5901,0.0015,104.387,0.003,98.242,0.003,111.897,0.003,2110.1,0.3,150,,150,,6,P -1,-P 1,2,,,,- C41 H58 Cl2 O2 Si Zr -,- C41 H58 Cl2 O2 Si Zr -,- C82 H116 Cl4 O4 Si2 Zr2 -,2,1
7713109,13.5837,0.0012,13.3364,0.0011,17.0243,0.0017,90,,107.861,0.003,90,,2935.4,0.5,150,2,150,2,6,P 1 21/c 1,-P 2ybc,14,,,,- C32 H40 Cl2 Hf O Si -,- C32 H40 Cl2 Hf O Si -,- C128 H160 Cl8 Hf4 O4 Si4 -,4,1
7713110,12.632,0.0008,18.1924,0.0014,23.8569,0.0017,86.522,0.003,85.21,0.002,84.849,0.002,5433.4,0.7,150,2,150,2,5,P -1,-P 1,2,,,,- C112 H154 Cl6 Si3 Zr3 -,- C112 H154 Cl6 Si3 Zr3 -,- C224 H308 Cl12 Si6 Zr6 -,2,1
7713803,11.9779,0.0003,12.2577,0.0002,21.5594,0.0003,81.132,0.001,80.211,0.002,61.361,0.002,2727.99,0.1,100.01,0.1,100.01,0.1,5,P -1,-P 1,2,,,,- C51 H75 N Si6 U -,- C51 H75 N Si6 U -,- C102 H150 N2 Si12 U2 -,2,1
7713804,10.8797,0.0005,10.9007,0.0004,22.5081,0.0005,76.998,0.002,81.201,0.003,80.413,0.004,2546.02,0.16,100,0.1,100,0.1,5,P -1,-P 1,2,,,,- C44 H75 S2 Si6 U -,- C44 H75 S2 Si6 U -,- C88 H150 S4 Si12 U2 -,2,1
7713805,11.5856,0.0002,12.814,0.0003,22.9235,0.0003,95.933,0.001,99.85,0.002,110.413,0.002,3093.08,0.11,100,0.1,100,0.1,6,P -1,-P 1,2,,,,- C59 H85 N2 O2 Si6 U -,- C59 H85 N2 O2 Si6 U -,- C118 H170 N4 O4 Si12 U2 -,2,1
7713806,12.0216,0.0004,22.2346,0.0005,23.1886,0.0004,92.121,0.002,101.119,0.002,97.782,0.002,6013.1,0.3,99.98,0.1,99.98,0.1,5,P -1,-P 1,2,,,,- C42 H72 N2 Si6 U -,- C42 H72 N2 Si6 U -,- C168 H288 N8 Si24 U4 -,4,2
7713807,11.2283,0.0002,19.4707,0.0003,22.729,0.0003,79.006,0.001,86.497,0.001,88.881,0.001,4868.61,0.13,100,0.1,100,0.1,6,P -1,-P 1,2,,,,- C41 H70 N S Si6 U -,- C41 H70 N S Si6 U -,- C164 H280 N4 S4 Si24 U4 -,4,2
7713808,11.0671,0.0003,23.6673,0.0008,19.3209,0.0006,90,,93.713,0.003,90,,5050.1,0.3,100,0.1,100,0.1,6,P 1 21/c 1,-P 2ybc,14,,,,- C41 H72 Cl N Si7 U -,- C41 H72 Cl N Si7 U -,- C164 H288 Cl4 N4 Si28 U4 -,4,1
7713809,11.2421,0.0003,17.3258,0.0003,24.2585,0.0006,90,,102.701,0.003,90,,4609.41,0.19,99.97,0.19,99.97,0.19,6,P 1 21/n 1,-P 2yn,14,,,,- C35 H65 I N Si6 U -,- C35 H65 I N Si6 U -,- C140 H260 I4 N4 Si24 U4 -,4,1
7713810,15.71148,0.00017,17.09461,0.00016,23.34218,0.00017,69.891,0.0008,73.7899,0.0009,85.9991,0.0008,5650.67,0.1,100.03,0.18,100.03,0.18,5,P -1,-P 1,2,,,,- C51 H79 N3 Si6 U -,- C51 H79 N3 Si6 U -,- C204 H316 N12 Si24 U4 -,4,2
7713811,12.1303,0.0003,12.8239,0.0003,21.7214,0.0004,96.102,0.002,90.987,0.002,111.065,0.002,3129.66,0.13,99.8,0.4,99.8,0.4,6,P -1,-P 1,2,,,,- C55 H94 N4 S Si6 U -,- C55 H94 N4 S Si6 U -,- C110 H188 N8 S2 Si12 U2 -,2,1
7713812,50.4898,0.0009,11.7748,0.0003,38.7911,0.0008,90,,94.7,0.0017,90,,22984,0.9,99.98,0.1,99.98,0.1,5,C 1 2/c 1,-C 2yc,15,,,,- C50 H80 N2 Si6 U -,- C50 H80 N2 Si6 U -,- C800 H1280 N32 Si96 U16 -,16,2
7714567,32.182,0.0009,9.9605,0.0003,25.7143,0.0007,90,,116.405,0.001,90,,7382.8,0.4,173,2,173,2,7,C 1 2/c 1,-C 2yc,15,,,,- C90 H75 D18 F N2 O2 Ti2 -,- C90 H75 D18 F N2 O2 Ti2 -,- C360 H300 D72 F4 N8 O8 Ti8 -,4,0.5
7714568,10.6861,0.0004,16.556,0.0008,19.224,0.0009,72.239,0.002,80.612,0.002,80.477,0.002,3171.3,0.2,173,2,173,2,6,P -1,-P 1,2,,,,- C78 H76 D6 N2 O2 Ti2 -,- C78 H76 D6 N2 O2 Ti2 -,- C156 H152 D12 N4 O4 Ti4 -,2,1
7714569,19.3473,0.0004,10.088,0.0002,37.1203,0.0009,90,,91.104,0.001,90,,7243.6,0.3,173,2,173,2,5,P 1 21/c 1,-P 2ybc,14,,,,- C82 H96 N2 O4.5 Zr2 -,- C82 H96 N2 O4.5 Zr2 -,- C328 H384 N8 O18 Zr8 -,4,1
7714570,11.4505,0.0004,17.7306,0.0004,22.2391,0.0006,105.95,0.001,103.435,0.001,102.207,0.001,4035.4,0.2,173,2,173,2,6,P -1,-P 1,2,,,,- C90 H115 F N2 O4 Zr2 -,- C80 H91 F N2 O4 Zr2 -,- C160 H182 F2 N4 O8 Zr4 -,2,1
7714571,12.0624,0.0006,44.306,0.002,15.5799,0.0007,90,,90,,90,,8326.5,0.7,233,2,233.02,,5,P n a 21,P 2c -2n,33,,,,- C96 H124 Hf2 N2 O8 -,- C80 H92 Hf2 N2 O4 -,- C320 H368 Hf8 N8 O16 -,4,1
7714572,18.1231,0.0005,22.0856,0.0006,18.4615,0.0006,90,,99.607,0.001,90,,7285.8,0.4,233,2,233,2,6,P 1 21/c 1,-P 2ybc,14,,,,- C82 H95 F Hf2 N2 O4.5 -,- C80 H91 F Hf2 N2 O4 -,- C320 H364 F4 Hf8 N8 O16 -,4,1
7716028,13.3784,0.0007,14.5841,0.0008,15.1837,0.0008,110.935,0.001,103.351,0.0011,96.2143,0.0011,2632.2,0.2,120,2,120,2,5,P -1,-P 1,2,,47diMe56triptZrCl2,,- C68 H62 Cl2 Si Zr -,- C68 H62 Cl2 Si Zr -,- C136 H124 Cl4 Si2 Zr2 -,2,1
