file,a,siga,b,sigb,c,sigc,alpha,sigalpha,beta,sigbeta,gamma,siggamma,vol,nel,sg,sgHall,sgNumber,commonname,chemname,mineral,formula,calcformula,cellformula,Z,Zprime
9005035,10.1173,,10.4446,,7.2555,,90,,90.039,,90,,766.697,6,P 1 21/a 1,-P 2yab,14,,,Burpalite,- Ca F2 Na2 O7 Si2 Zr -,- Ca F2 Na2 O7 Si2 Zr -,- Ca4 F8 Na8 O28 Si8 Zr4 -,4,1
9005143,12.24,,12.24,,4.925,,90,,90,,120,,638.998,9,P 63,P 6c,173,,,Ellenbergerite,- Al3 Fe0.03 H5 Mg3.49 O19 P0.02 Si3.98 Ti0.6 Zr0.02 -,- Al3 Fe0.03 H4.99999 Mg3.49 O19 P0.02 Si3.98 Ti0.6 Zr0.02 -,- Al6 Fe0.06 H9.99998 Mg6.98 O38 P0.04 Si7.96 Ti1.2 Zr0.04 -,2,0.333333
9005144,12.16,,12.16,,4.882,,90,,90,,120,,625.166,9,P 63,P 6c,173,,,Ellenbergerite,- Al2.88 Fe0.08 H5 Mg3.89 O19 P0.33 Si3.67 Ti0.2 Zr0.28 -,- Al2.88 Fe0.08 H4.99999 Mg3.89 O19 P0.33 Si3.67 Ti0.2 Zr0.28 -,- Al5.76 Fe0.16 H9.99998 Mg7.78 O38 P0.66 Si7.34 Ti0.4 Zr0.56 -,2,0.333333
9005328,14.1686,,14.1686,,30.0847,,90,,90,,120,,5230.34,18,R 3 m :H,"R 3 -2""",160,,,Kentbrooksite,- Al0.13 Ca3.27 Cl0.269 F1.51 Fe0.79 H0.22 Hf0.06 K0.3 Mg0.05 Mn3.68 Na14.479 Nb0.55 O75.81 Si25.1 Sr0.15 Ti0.23 Y0.42 Zr2.93 -,- Al0.1299 Ca3.27 Cl0.2695 F1.5103 Fe0.7899 Hf0.06 K0.3 Mg0.0501 Mn3.6801 Na14.4795 Nb0.55 O75.8101 Si25.1 Sr0.15 Ti0.2299 Y0.42 Zr2.9301 -,- Al0.3897 Ca9.81 Cl0.8085 F4.5309 Fe2.3697 Hf0.18 K0.9 Mg0.1503 Mn11.0403 Na43.4385 Nb1.65 O227.43 Si75.3 Sr0.45 Ti0.6897 Y1.26 Zr8.7903 -,3,0.166667
9005505,12.397,,12.397,,12.397,,90,,90,,90,,1905.24,9,I a -3 d,-I 4bd 2c 3,230,,,Kimzeyite,- Al0.81 Ba0.03 Ca2.97 Fe0.92 Mg0.11 O12 Si1.35 Ti0.68 Zr1.12 -,- Al0.81 Ba0.03 Ca2.97 Fe0.92 Mg0.11 O12 Si1.35 Ti0.68 Zr1.12 -,- Al6.48 Ba0.24 Ca23.76 Fe7.36 Mg0.88 O96 Si10.8 Ti5.44 Zr8.96 -,8,0.0833333
9005506,12.397,,12.397,,12.397,,90,,90,,90,,1905.24,9,I a -3 d,-I 4bd 2c 3,230,,,Kimzeyite,- Al0.81 Ba0.03 Ca2.97 Fe0.92 Mg0.11 O12 Si1.35 Ti0.68 Zr1.12 -,- Al0.81 Ba0.03 Ca2.97 Fe0.92 Mg0.11 O12 Si1.35 Ti0.68 Zr1.12 -,- Al6.48 Ba0.24 Ca23.76 Fe7.36 Mg0.88 O96 Si10.8 Ti5.44 Zr8.96 -,8,0.0833333
9005518,6.6039,,6.6039,,5.9783,,90,,90,,90,,260.723,3,I 41/a m d :2,-I 4bd 2,141,,,Zircon,- O4 Si Zr -,- O4 Si Zr -,- O16 Si4 Zr4 -,4,0.125
9005556,12.01,,12.01,,12.01,,90,,90,,90,,1732.32,9,I a -3 d,-I 4bd 2c 3,230,,,Andradite,- Al0.608 Ca2.898 Fe1.321 Mg0.072 Mn0.018 O12 Si2.862 Ti0.213 Zr0.006 -,- Al0.608 Ca2.898 Fe1.321 Mg0.072 Mn0.018 O12 Si2.862 Ti0.213 Zr0.006 -,- Al4.864 Ca23.184 Fe10.568 Mg0.576 Mn0.144 O96 Si22.896 Ti1.704 Zr0.048 -,8,0.0833333
9005557,12.014,,12.014,,12.014,,90,,90,,90,,1734.06,9,I a -3 d,-I 4bd 2c 3,230,,,Andradite,- Al0.632 Ca2.892 Fe1.311 Mg0.072 Mn0.018 O12 Si2.874 Ti0.192 Zr0.009 -,- Al0.632 Ca2.892 Fe1.311 Mg0.072 Mn0.018 O12 Si2.874 Ti0.192 Zr0.009 -,- Al5.056 Ca23.136 Fe10.488 Mg0.576 Mn0.144 O96 Si22.992 Ti1.536 Zr0.072 -,8,0.0833333
9005558,12.007,,12.007,,12.007,,90,,90,,90,,1731.03,9,I a -3 d,-I 4bd 2c 3,230,,,Andradite,- Al0.634 Ca2.895 Fe1.302 Mg0.072 Mn0.018 O12 Si2.877 Ti0.192 Zr0.009 -,- Al0.634 Ca2.895 Fe1.302 Mg0.072 Mn0.018 O12 Si2.877 Ti0.192 Zr0.009 -,- Al5.072 Ca23.16 Fe10.416 Mg0.576 Mn0.144 O96 Si23.016 Ti1.536 Zr0.072 -,8,0.0833333
9005609,10.032,,11.333,,7.202,,90.192,,100.334,,111.551,,747.07,12,P -1,-P 1,2,,,Kochite,- Ca3.27 Ce0.08 F5.6 Fe0.24 Mn1.1 Na6.91 Nb0.1 O30.4 Si8 Ti0.87 Y0.04 Zr1.31 -,- Ca3.27 Ce0.08 F5.6 Fe0.24 Mn1.1 Na6.91 Nb0.1 O30.4 Si8 Ti0.87 Y0.04 Zr1.31 -,- Ca3.27 Ce0.08 F5.6 Fe0.24 Mn1.1 Na6.91 Nb0.1 O30.4 Si8 Ti0.87 Y0.04 Zr1.31 -,1,0.5
9005632,5.263,,9.251,,9.48,,109.49,,98.57,,90.09,,429.605,6,P -1,-P 1,2,,,Wycheproofite,- Al H4 Na0.884 O10.897 P2 Zr -,- Al H4 Na0.884 O10.897 P2 Zr -,- Al2 H8 Na1.768 O21.794 P4 Zr2 -,2,1
9005692,10.919,,10.485,,7.485,,90,,109.55,,90,,807.524,6,P 1 21/a 1,-P 2yab,14,,,Cuspidine,- Ca3.69 F2 Na0.17 O7 Si2 Zr0.14 -,- Ca3.69 F2 Na0.17 O7 Si2 Zr0.14 -,- Ca14.76 F8 Na0.68 O28 Si8 Zr0.56 -,4,1
9005693,9.636,,7.341,,5.737,,89.94,,100.74,,101.06,,391.055,7,P -1,-P 1,2,,,Gotzenite,- Ca5.66 F4 Na1.06 O14 Si4 Ti0.98 Zr0.28 -,- Ca5.66 F4 Na1.06 O14 Si4 Ti0.98 Zr0.28 -,- Ca5.66 F4 Na1.06 O14 Si4 Ti0.98 Zr0.28 -,1,0.5
9005694,5.608,,7.139,,18.575,,90,,102.6,,90,,725.75,8,P 1 2/c 1,-P 2yc,13,,,Grenmarite,- Ca0.38 F2 Mn1.3 Na3.56 O16 Si4 Ti0.46 Zr2.3 -,- Ca0.38 F2 Mn1.3 Na3.56 O16 Si4 Ti0.46 Zr2.3 -,- Ca0.76 F4 Mn2.6 Na7.12 O32 Si8 Ti0.92 Zr4.6 -,2,0.5
9005833,5.12,,5.216,,5.281,,90,,99.01,,90,,139.294,2,P 1 21/c 1,-P 2ybc,14,,,Baddeleyite,- O2 Zr -,- O2 Zr -,- O8 Zr4 -,4,1
9005834,5.005,,5.235,,5.051,,90,,90,,90,,132.342,2,P b c m,-P 2c 2b,57,,,Baddeleyite,- O2 Zr -,- O2 Zr -,- O8 Zr4 -,4,0.5
9005835,4.992,,5.229,,5.046,,90,,90,,90,,131.717,2,P b c m,-P 2c 2b,57,,,Baddeleyite,- O2 Zr -,- O2 Zr -,- O8 Zr4 -,4,0.5
9007073,12.124,,12.124,,12.124,,90,,90,,90,,1782.12,13,I a -3 d,-I 4bd 2c 3,230,,,Melanite,- Al0.28 Ca2.912 Ce0.003 Fe1.336 Mg0.146 Mn0.019 Na0.025 Nd0.003 O12 Si2.337 Ti0.889 Y0.007 Zr0.039 -,- Al0.28 Ca2.9121 Ce0.003 Dy0.0009 Fe1.336 Gd0.0009 Mg0.146 Mn0.019 Na0.0249 Nd0.003 O12 Si2.337 Sm0.0009 Sr0.0009 Ti0.8889 Y0.0069 Zr0.039 -,- Al2.24 Ca23.2968 Ce0.024 Dy0.0072 Fe10.688 Gd0.0072 Mg1.168 Mn0.152 Na0.1992 Nd0.024 O96 Si18.696 Sm0.0072 Sr0.0072 Ti7.1112 Y0.0552 Zr0.312 -,8,0.0833333
9007074,12.127,,12.127,,12.127,,90,,90,,90,,1783.45,11,I a -3 d,-I 4bd 2c 3,230,,,Melanite,- Al0.196 Ca2.892 Fe1.391 Mg0.129 Mn0.024 Na0.04 O12 Si2.465 Ti0.826 V0.006 Zr0.028 -,- Al0.196 Ca2.892 Ce0.0009 Fe1.391 Mg0.129 Mn0.024 Na0.0399 Nd0.0009 O12 Si2.4651 Ti0.8259 V0.006 Y0.0009 Zr0.0279 -,- Al1.568 Ca23.136 Ce0.0072 Fe11.128 Mg1.032 Mn0.192 Na0.3192 Nd0.0072 O96 Si19.7208 Ti6.6072 V0.048 Y0.0072 Zr0.2232 -,8,0.0833333
9007075,12.071,,12.071,,12.071,,90,,90,,90,,1758.85,11,I a -3 d,-I 4bd 2c 3,230,,,Melanite,- Al0.26 Ca2.973 Fe1.438 Mg0.089 Mn0.031 Na0.018 O12 Si2.657 Ti0.494 V0.024 Zr0.016 -,- Al0.26 Ca2.973 Fe1.438 Mg0.089 Mn0.031 Na0.018 O12 Si2.6571 Ti0.4941 V0.024 Zr0.0159 -,- Al2.08 Ca23.784 Fe11.504 Mg0.712 Mn0.248 Na0.144 O96 Si21.2568 Ti3.9528 V0.192 Zr0.1272 -,8,0.0833333
9007340,7.0788,,8.7378,,6.5754,,90,,113.709,,90,,372.383,5,A 1 2/a 1,-A 2ya,15,,,Titanite,- Ca O5 Si Ti0.9 Zr0.1 -,- Ca O5 Si Ti0.9 Zr0.1 -,- Ca4 O20 Si4 Ti3.6 Zr0.4 -,4,0.5
9007341,7.0992,,8.758,,6.5894,,90,,113.635,,90,,375.329,5,A 1 2/a 1,-A 2ya,15,,,Titanite,- Ca O5 Si Ti0.81 Zr0.19 -,- Ca O5 Si Ti0.81 Zr0.19 -,- Ca4 O20 Si4 Ti3.24 Zr0.76 -,4,0.5
9007342,7.1252,,8.7826,,6.6057,,90,,113.553,,90,,378.933,5,A 1 2/a 1,-A 2ya,15,,,Titanite,- Ca O5 Si Ti0.71 Zr0.29 -,- Ca O5 Si Ti0.71 Zr0.29 -,- Ca4 O20 Si4 Ti2.84 Zr1.16 -,4,0.5
9007343,7.1481,,8.8011,,6.6171,,90,,113.477,,90,,381.829,5,A 1 2/a 1,-A 2ya,15,,,Titanite,- Ca O5 Si Ti0.62 Zr0.38 -,- Ca O5 Si Ti0.62 Zr0.38 -,- Ca4 O20 Si4 Ti2.48 Zr1.52 -,4,0.5
9007344,7.1824,,8.8281,,6.6337,,90,,113.369,,90,,386.119,5,A 1 2/a 1,-A 2ya,15,,,Titanite,- Ca O5 Si Ti0.51 Zr0.49 -,- Ca O5 Si Ti0.51 Zr0.49 -,- Ca4 O20 Si4 Ti2.04 Zr1.96 -,4,0.5
9007370,12.1464,,12.1464,,12.1464,,90,,90,,90,,1792.02,12,I a -3 d,-I 4bd 2c 3,230,,,Schorlomite,- Al0.22 Ca2.899 Fe1.308 H0.119 Mg0.156 Mn0.02 Na0.023 Nb0.003 O12 Si2.302 Ti0.959 Zr0.08 -,- Al0.22 Ca2.8989 Fe1.308 H0.1191 Mg0.156 Mn0.0201 Na0.0231 Nb0.003 O12 Si2.3019 Ti0.959 Zr0.08 -,- Al1.76 Ca23.1912 Fe10.464 H0.9528 Mg1.248 Mn0.1608 Na0.1848 Nb0.024 O96 Si18.4152 Ti7.672 Zr0.64 -,8,0.0833333
9007371,12.1524,,12.1524,,12.1524,,90,,90,,90,,1794.68,11,I a -3 d,-I 4bd 2c 3,230,,,Schorlomite,- Al0.157 Ca2.915 Fe1.341 Mg0.158 Mn0.034 Na0.02 Nb0.002 O12 Si2.263 Ti1.054 Zr0.056 -,- Al0.1569 Ca2.9151 Fe1.3408 Mg0.158 Mn0.0339 Na0.0201 Nb0.002 O12 Si2.2629 Ti1.054 Zr0.056 -,- Al1.2552 Ca23.3208 Fe10.7264 Mg1.264 Mn0.2712 Na0.1608 Nb0.016 O96 Si18.1032 Ti8.432 Zr0.448 -,8,0.0833333
9007382,6.936,,6.936,,10.1822,,90,,90,,120,,424.219,4,P 63/m,-P 6c,176,,,Wadeite,- K2 O9 Si3 Zr -,- K2 O9 Si3 Zr -,- K4 O18 Si6 Zr2 -,2,0.166667
9007383,7.2319,,7.2319,,10.2688,,90,,90,,120,,465.109,4,P 63/m,-P 6c,176,,,,- Cs2 O9 Si3 Zr -,- Cs2 O9 Si3 Zr -,- Cs4 O18 Si6 Zr2 -,2,0.166667
9007448,5.169,,5.232,,5.341,,90,,99.25,,90,,142.565,2,P 1 21/c 1,-P 2ybc,14,,,Baddeleyite,- O2 Zr -,- O2 Zr -,- O8 Zr4 -,4,1
9007452,25.92,,11.62,,5.532,,90,,90,,90,,1666.19,4,F d d d :1,F 2 2 -1d,70,,,Zircosulphate,- H8 O12 S2 Zr -,- O12 S2 Zr -,- O96 S16 Zr8 -,8,0.25
9007485,5.145,,5.2075,,5.3107,,90,,99.23,,90,,140.445,2,P 1 21/c 1,-P 2ybc,14,,,Baddeleyite,- O2 Zr -,- O2 Zr -,- O8 Zr4 -,4,1
9007525,7.437,,5.664,,18.843,,90,,101.38,,90,,778.122,12,P 1 21/c 1,-P 2ybc,14,,,Rinkite,- Al0.089 Ca3.368 Ce1.048 F3 Fe0.212 K0.064 Na2.178 Nb0.327 O15 Si4 Ti0.515 Zr0.069 -,- Al0.089 Ca3.368 Ce1.048 F3 Fe0.212 K0.064 Na2.178 Nb0.327 O15 Si4 Ti0.515 Zr0.069 -,- Al0.178 Ca6.736 Ce2.096 F6 Fe0.424 K0.128 Na4.356 Nb0.654 O30 Si8 Ti1.03 Zr0.138 -,2,0.5
9007838,6.867,,12.345,,27.527,,90,,90,,90,,2333.55,4,F d d d :2,-F 2uv 2vw,70,,,,- Na1.333 O7 P2 Zr0.667 -,- Na1.33334 O7 P2 Zr0.66666 -,- Na21.3334 O112 P32 Zr10.6666 -,16,0.5
9008109,7.371,,7.73,,6.912,,106.23,,111.45,,100,,334.757,5,P -1,-P 1,2,,,Dalyite,- K1.7 Na0.3 O15 Si6 Zr -,- K1.7 Na0.3 O15 Si6 Zr -,- K1.7 Na0.3 O15 Si6 Zr -,1,0.5
9008181,8.71,,8.71,,23.89,,90,,90,,120,,1569.58,4,R -3 c :H,"-R 3 2""c",167,,,Kosnarite,- K O12 P3 Zr2 -,- K O12 P3 Zr2 -,- K6 O72 P18 Zr12 -,6,0.166667
9008307,4.706,,5.553,,5.024,,90,,90,,90,,131.289,3,P b c n,-P 2n 2ab,60,,,Srilankite,- O2 Ti0.67 Zr0.33 -,- O2 Ti0.67 Zr0.33 -,- O8 Ti2.68 Zr1.32 -,4,0.5
9008332,3.695,,3.695,,7.212,,90,,90,,90,,98.466,3,P 4/n m m :1,P 4ab 2ab -1ab,129,,,,- Si V Zr -,- Si V Zr -,- Si2 V2 Zr2 -,2,0.125
9008350,3.624,,3.624,,8.36,,90,,90,,90,,109.795,3,P 4/n m m :1,P 4ab 2ab -1ab,129,,,,- Se Si Zr -,- Se Si Zr -,- Se2 Si2 Zr2 -,2,0.125
9008523,3.232,,3.232,,5.147,,90,,90,,120,,46.562,1,P 63/m m c,-P 6c 2c,194,Zirconium,,Zirconium,- Zr -,- Zr -,- Zr2 -,2,0.0833333
9008559,3.62,,3.62,,3.62,,90,,90,,90,,47.438,1,I m -3 m,-I 4 2 3,229,Zirconium,,Zirconium,- Zr -,- Zr -,- Zr2 -,2,0.0208333
9008776,4.65,,4.65,,4.65,,90,,90,,90,,100.545,2,F m -3 m,-F 4 2 3,225,,,,- B Zr -,- B Zr -,- B4 Zr4 -,4,0.0208333
9008777,4.6828,,4.6828,,4.6828,,90,,90,,90,,102.687,2,F m -3 m,-F 4 2 3,225,,,,- C Zr -,- C Zr -,- C4 Zr4 -,4,0.0208333
9008778,4.61,,4.61,,4.61,,90,,90,,90,,97.972,2,F m -3 m,-F 4 2 3,225,,,,- N Zr -,- N Zr -,- N4 Zr4 -,4,0.0208333
9008779,4.62,,4.62,,4.62,,90,,90,,90,,98.611,2,F m -3 m,-F 4 2 3,225,,,,- O Zr -,- O Zr -,- O4 Zr4 -,4,0.0208333
9008780,5.27,,5.27,,5.27,,90,,90,,90,,146.363,2,F m -3 m,-F 4 2 3,225,,,,- P Zr -,- P Zr -,- P4 Zr4 -,4,0.0208333
9008781,5.25,,5.25,,5.25,,90,,90,,90,,144.703,2,F m -3 m,-F 4 2 3,225,,,,- S Zr -,- S Zr -,- S4 Zr4 -,4,0.0208333
9008925,3.953,,3.953,,6.647,,90,,90,,120,,89.952,2,P 63 m c,P 6c -2c,186,,,,- Te Zr -,- Te Zr -,- Te2 Zr2 -,2,0.166667
9008959,3.55,,3.55,,6.31,,90,,90,,90,,79.522,2,P 4/n m m :1,P 4ab 2ab -1ab,129,,,,- S Zr -,- S Zr -,- S2 Zr2 -,2,0.125
9008970,3.804,,3.804,,12.867,,90,,90,,120,,161.246,2,P 63/m m c,-P 6c 2c,194,,,,- As Zr -,- As Zr -,- As4 Zr4 -,4,0.166667
9008972,3.396,,3.396,,12.11,,90,,90,,120,,120.951,3,P 63/m m c,-P 6c 2c,194,,,,- C S Zr2 -,- C S Zr2 -,- C2 S2 Zr4 -,2,0.0833333
9009051,5.07,,5.07,,5.07,,90,,90,,90,,130.324,2,F m -3 m,-F 4 2 3,225,,,Cubic zirconia,- O2 Zr -,- O2 Zr -,- O8 Zr4 -,4,0.0208333
9009070,5.696,,5.696,,5.696,,90,,90,,90,,184.803,3,P 21 3,P 2ac 2ab 3,198,,,,- O S Zr -,- O S Zr -,- O4 S4 Zr4 -,4,0.333333
9009211,9.027,,6.801,,3.689,,90,,90,,90,,226.477,2,P b n m,-P 2c 2ab,62,,,,- As2 Zr -,- As2 Zr -,- As8 Zr4 -,4,0.5
9009220,12.4458,,7.2734,,11.3942,,90,,100.533,,90,,1014.06,4,C 1 2/c 1,-C 2yc,15,,,Zirconolite,- Ca2 O14 Ti4 Zr2 -,- Ca2 O14 Ti4 Zr2 -,- Ca8 O56 Ti16 Zr8 -,4,0.5
9009320,10.668,,9.787,,13.931,,90,,107.82,,90,,1384.72,8,P 1 21/n 1,-P 2yn,14,,,Janhaugite,- Ca0.69 F2 Mn3 Na2.31 O16 Si4 Ti1.4 Zr0.6 -,- Ca0.69 F2 Mn3 Na2.31 O16 Si4 Ti1.4 Zr0.6 -,- Ca2.76 F8 Mn12 Na9.24 O64 Si16 Ti5.6 Zr2.4 -,4,1
9009331,6.742,,6.742,,9.93,,90,,90,,120,,390.893,5,P -6 c 2,P -6c 2,188,,,Bazirite,- Ba O9 Si3 Ti0.03 Zr0.97 -,- Ba O9 Si3 Ti0.03 Zr0.97 -,- Ba2 O18 Si6 Ti0.06 Zr1.94 -,2,0.166667
9009334,10.499,,13.913,,8.087,,90,,90,,90,,1181.29,9,I m c m,-I 2 2a,74,,,Batisite,- Ba0.63 Fe0.32 K1.07 Na1.3 Nb0.12 O14 Si4 Ti1.44 Zr0.12 -,- Ba0.63 Fe0.32 K1.07 Na1.3 Nb0.12 O14 Si4 Ti1.44 Zr0.12 -,- Ba2.52 Fe1.28 K4.28 Na5.2 Nb0.48 O56 Si16 Ti5.76 Zr0.48 -,4,0.25
9009431,10.98,,10,,8.52,,90,,100.4,,90,,920.127,4,C 1 2/c 1,-C 2yc,15,,,Vlasovite,- Na2 O11 Si4 Zr -,- Na2 O11 Si4 Zr -,- Na8 O44 Si16 Zr4 -,4,0.5
9009432,14.04,,14.16,,7.81,,90,,109.55,,90,,1463.17,5,C 1 2 1,C 2y,5,,,Armstrongite,- Ca H4 O17 Si6 Zr -,- Ca H4 O17 Si6 Zr -,- Ca4 H16 O68 Si24 Zr4 -,4,1
9009437,10.96,,10.01,,8.53,,90,,100.4,,90,,920.449,4,C 1 2/c 1,-C 2yc,15,,,Vlasovite,- Na2 O11 Si4 Zr -,- Na2 O11 Si4 Zr -,- Na8 O44 Si16 Zr4 -,4,0.5
9009476,12.261,,6.561,,11.757,,90,,116.19,,90,,848.686,6,I 1 2/m 1,-I 2y,12,,,Voggite,- C H5 Na2 O10 P Zr -,- C H5 Na2 O10 P Zr -,- C4 H20 Na8 O40 P4 Zr4 -,4,0.5
9009530,10.8,,10.26,,7.26,,90,,108.95,,90,,760.866,8,P 1 21 1,P 2yb,4,,,Wohlerite,- Ca4 F H3 Na2 Nb O17 Si4 Zr -,- Ca4 F H3 Na2 Nb O17 Si4 Zr -,- Ca8 F2 H6 Na4 Nb2 O34 Si8 Zr2 -,2,1
9009538,9,,5.34,,6.96,,92,,116,,88,,300.39,4,P -1,-P 1,2,,,Keldyshite,- Na O7 Si2 Zr -,- Na O7 Si2 Zr -,- Na2 O14 Si4 Zr2 -,2,1
9009543,10.593,,10.593,,10.593,,58.13,,58.13,,58.13,,804.479,5,R -3 c :R,-P 3* 2n,167,,,Zirsinalite,- Ca Na6 O18 Si6 Zr -,- Ca Na6 O18 Si6 Zr -,- Ca2 Na12 O36 Si12 Zr2 -,2,0.166667
9009549,23.917,,20.148,,7.432,,90,,90,,147.46,,1926.35,5,B 1 1 2/b,-B 2b,15,,,Catapleiite,- H4 Na2 O11 Si3 Zr -,- H4 Na2.0001 O11 Si3 Zr -,- H32 Na16.0008 O88 Si24 Zr8 -,8,1
9009550,10.556,,10.556,,15.855,,90,,90,,120,,1530.02,5,R 3 2 :H,"R 3 2""",155,,,Hilairite,- H12 Na3.634 O24 Si6 Zr2 -,- H12 Na3.634 O24 Si6 Zr2 -,- H36 Na10.902 O72 Si18 Zr6 -,3,0.166667
9009556,14.195,,14.75,,7.511,,90,,90,,90,,1572.62,4,P n c 2,P 2 -2bc,30,,,Terskite,- Na4 O18 Si6 Zr -,- Na4 O18 Si6 Zr -,- Na16 O72 Si24 Zr4 -,4,1
9009557,10.526,,10.526,,15.736,,90,,90,,120,,1509.91,5,R 3 2 :H,"R 3 2""",155,,,Komkovite,- Ba H4.5 O11.43 Si3 Zr -,- Ba H4.86 O11.43 Si3 Zr -,- Ba6 H29.16 O68.58 Si18 Zr6 -,6,0.333333
9009562,10.207,,13.241,,7.174,,90,,90,,90,,969.572,6,P 21 21 21,P 2ac 2ab,19,,,Umbite,- H2 K2 O10 Si3 Ti0.14 Zr0.86 -,- H2 K2 O10 Si3 Ti0.14 Zr0.86 -,- H8 K8 O40 Si12 Ti0.56 Zr3.44 -,4,1
9009600,10.823,,10.244,,7.29,,90,,109,,90,,764.214,7,P 1 21 1,P 2yb,4,,,Wohlerite,- Ca4 F Na2 Nb O17 Si4 Zr -,- Ca4 F Na2 Nb O17 Si4 Zr -,- Ca8 F2 Na4 Nb2 O34 Si8 Zr2 -,2,1
9009615,10.46,,10.46,,45.479,,90,,90,,120,,4309.28,11,R -3 m :H,"-R 3 2""",166,,,Steenstrupine-(Ce),- Ca0.52 Ce3.9 Fe2 H10 La2.1 Mn2 Na13.48 O68.2 P5.44 Si13.38 Zr -,- Ca0.52 Ce3.9 Fe2 H6.38 La2.1 Mn2 Na13.48 O67.47 P5.44 Si13.38 Zr -,- Ca1.56 Ce11.7 Fe6 H19.14 La6.3 Mn6 Na40.44 O202.41 P16.32 Si40.14 Zr3 -,3,0.0833333
9009623,11.0149,,10.9409,,7.3534,,109.35,,109.879,,83.434,,786.298,10,P -1,-P 1,2,,,Hiortdahlite I,- Ca4.567 F2.6 Fe0.167 H0.4 Mn0.167 Na1.6 O15.4 Si4 Ti0.167 Zr1.333 -,- Ca4.56667 F2.6 Fe0.16667 Mn0.16667 Na1.6 O15.4 Si4 Ti0.16667 Zr1.33333 -,- Ca9.13334 F5.2 Fe0.33334 Mn0.33334 Na3.2 O30.8 Si8 Ti0.33334 Zr2.66666 -,2,1
9009772,12.522,,7.222,,22.987,,90,,84.791,,90,,2070.22,5,C 1 2/c 1,-C 2yc,15,,,,- Ca2.55 Nd1.91 O28 Ti7.28 Zr3.22 -,- Ca2.55 Nd1.91 O28 Ti7.28 Zr3.22 -,- Ca10.2 Nd7.64 O112 Ti29.12 Zr12.88 -,4,0.5
9009779,7.228,,7.228,,16.805,,90,,90,,120,,760.336,6,P 31 2 1,"P 31 2""",152,,,Zirconolite,- Al0.96 Ca1.538 O14 Th0.302 Ti2.6 Zr2.6 -,- Al0.96 Ca1.538 O14 Th0.302 Ti2.6 Zr2.6 -,- Al2.88 Ca4.614 O42 Th0.906 Ti7.8 Zr7.8 -,3,0.5
9009826,11.012,,10.342,,7.359,,89.92,,109.21,,90.06,,791.421,7,P -1,-P 1,2,,,Hiortdahlite I,- Ca4.74 F2.5 Na1.38 O15.5 Si4 Y0.88 Zr -,- Ca4.74 F2.5 Na1.38 O15.5 Si4 Y0.88 Zr -,- Ca9.48 F5 Na2.76 O31 Si8 Y1.76 Zr2 -,2,1
9009919,5.068,,5.26,,5.077,,90,,90,,90,,135.341,2,P b c 21,P 2c -2b,29,,,Baddeleyite,- O2 Zr -,- O2 Zr -,- O8 Zr4 -,4,1
9009954,10.036,,10.036,,12.876,,90,,90,,120,,1123.14,10,P -3,-P 3,147,,,Tisinalite,- Ca0.38 Fe0.36 H18 Mn1.26 Na6.24 Nb0.4 O54 Si18 Ti1.4 Zr0.42 -,- Ca0.38 Fe0.36 H18 Mn1.26 Na6.24 Nb0.4 O54 Si18 Ti1.4 Zr0.42 -,- Ca0.38 Fe0.36 H18 Mn1.26 Na6.24 Nb0.4 O54 Si18 Ti1.4 Zr0.42 -,1,0.166667
9010370,13.017,,13.017,,13.017,,90,,90,,90,,2205.63,13,I m -3,-I 2 2 3,204,,,Menezesite,- Ba2.21 Ca0.31 Fe0.23 H48 K0.53 Mg0.935 Mn0.23 Nb9.22 O54 Ta0.36 Th0.55 Ti3.25 Zr2.74 -,- Ba2.2099 Ca0.3096 Fe0.2298 H24 K0.5304 Mg0.9348 Mn0.2298 Nb9.2196 O54 Ta0.36 Th0.55 Ti3.2504 Zr2.74 -,- Ba4.4198 Ca0.6192 Fe0.4596 H48 K1.0608 Mg1.8696 Mn0.4596 Nb18.4392 O108 Ta0.72 Th1.1 Ti6.5008 Zr5.48 -,2,0.0416667
9010399,5.666,,18.844,,3.728,,90,,90,,90,,398.039,5,P n n m,-P 2 2n,58,,,Dovyrenite,- Ca3 H2 O9 Si2 Zr0.5 -,- Ca3 H2 O9 Si2 Zr0.5 -,- Ca6 H4 O18 Si4 Zr -,2,0.25
9010544,14.2646,,14.2646,,30.186,,90,,90,,120,,5319.31,14,R -3 m :H,"-R 3 2""",166,,,Eudialyte,- Ca5.58 Ce0.234 Cl0.684 Fe1.77 H1.356 K0.3 La0.096 Mn1.38 Na14.19 Nb0.318 O76.256 Si25.68 Sr0.12 Zr3 -,- Ca5.58 Ce0.234 Cl0.684 Fe1.77 K0.3 La0.096 Mn1.38 Na14.19 Nb0.318 O76.256 Si25.68 Sr0.12 Zr3 -,- Ca16.74 Ce0.702 Cl2.052 Fe5.31 K0.9 La0.288 Mn4.14 Na42.57 Nb0.954 O228.768 Si77.04 Sr0.36 Zr9 -,3,0.0833333
